datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2008-04-30,1.115972037037037,0.12411481481481482,241.2211912037037,4.697060185185185,1.0898148148148148,1.6405324074074075,6.844398148148148
2008-05-31,1.024304569892473,0.15449784946236558,240.3677372311828,4.384193548387096,1.18915770609319,1.3196908602150537,6.510349462365592
2008-06-30,0.9940924074074075,0.15163328703703705,238.97521574074074,4.301444444444444,1.5909259259259259,1.468726851851852,6.715347222222222
2008-07-31,0.7947647401433693,0.14676178315412186,239.77080017921145,3.4636155913978492,1.0598790322580645,0.9949820788530466,5.0902329749103945
2008-08-31,0.2765323924731183,0.1278057347670251,240.43299215949818,1.2637544802867384,0.08676075268817204,0.49874551971326164,1.7850582437275986
2008-09-30,0.9876803703703704,0.12498041666666668,240.12458078703705,4.212347222222222,1.2124074074074074,1.032175925925926,6.580601851851852
2008-10-31,1.1373147849462366,0.10588978494623656,240.32877262544804,4.800013440860215,0.9877464157706093,1.4183243727598567,6.196639784946236
2008-11-30,1.387385,0.10137314814814814,240.58600439814816,5.866277777777778,1.3441435185185184,1.2946064814814815,6.49849537037037
2008-12-31,1.2759451612903225,0.0914024641577061,243.08296931003585,5.307894265232974,1.0105062724014338,0.8839381720430107,6.913620071684588
2009-01-31,1.4102938620071683,0.09849144265232976,243.79299260752688,5.867468637992832,1.672334229390681,1.6342293906810035,7.384027777777778
2009-02-28,1.2464515376984127,0.0958329861111111,242.40373685515874,5.195927579365079,1.1681051587301587,1.2570436507936509,7.346230158730159
2009-03-31,1.2268643369175627,0.10434287634408602,242.30357504480287,5.149507168458781,1.449171146953405,1.0848566308243728,7.3640905017921146
2009-04-30,1.1406672222222223,0.12303750000000001,241.63326921296297,4.816453703703703,1.2617129629629629,1.2176157407407406,7.125925925925926
2009-05-31,1.0128166666666667,0.11959099462365592,240.11865143369175,4.300049283154122,0.9760304659498208,1.122423835125448,6.967943548387097
2009-06-30,0.8024462962962963,0.13287430555555554,241.06982523148147,3.4388703703703705,0.7259722222222222,0.7663425925925926,6.094305555555556
2009-07-31,0.6181893369175627,0.1677633064516129,242.01783355734767,2.7105645161290326,0.4082885304659498,0.9526881720430107,4.210035842293907
2009-08-31,0.6558241039426523,0.18698001792114696,241.29451657706096,2.896120071684588,0.7621639784946237,0.8561155913978494,4.322468637992832
2009-09-30,0.9868804166666666,0.15389953703703704,241.1463722222222,4.212884259259259,1.1944907407407408,1.068148148148148,6.866087962962963
2009-10-31,1.1444751792114696,0.13142522401433693,240.89413306451613,4.818687275985663,1.2259856630824373,1.2036066308243727,7.336581541218638
2009-11-30,1.274782175925926,0.1267135648148148,241.9465638888889,5.334101851851852,1.399212962962963,1.237800925925926,7.767314814814815
2009-12-31,1.364443593189964,0.1297586917562724,244.08222222222224,5.661863799283155,1.2948252688172044,1.1982974910394266,8.600918458781361
2010-01-31,1.4466792114695342,0.12426142473118279,243.64487768817204,5.991836917562724,1.347334229390681,1.4073924731182796,10.201612903225806
2010-02-28,1.3759179563492063,0.10243749999999999,242.34790525793647,5.716011904761905,1.2219742063492063,1.3291666666666666,10.211631944444445
2010-03-31,1.0979232078853047,0.13081908602150538,242.0312076612903,4.606160394265233,0.7860439068100359,1.4090277777777778,7.311357526881721
2010-04-30,1.0272793055555556,0.12484796296296295,241.78274351851852,4.30512962962963,0.8841666666666667,0.8443518518518518,7.779907407407407
2010-05-31,1.0952995071684588,0.12218875448028675,240.36926120071686,4.630931899641577,1.0776881720430107,1.1732974910394265,8.168145161290322
2010-06-30,0.9696173611111112,0.15011601851851852,240.84189583333335,4.169226851851852,1.5219212962962962,1.1036805555555556,7.105370370370371
2010-07-31,0.7211112455197133,0.16547692652329749,240.54792809139784,3.1309946236559143,0.396594982078853,0.7696908602150537,4.321505376344086
2010-08-31,0.6418039874551972,0.10712535842293906,240.92657414874552,2.7641890681003582,0.27999551971326164,0.6044578853046595,3.7503360215053765
2010-09-30,0.8581950462962963,0.11632032407407407,241.3500712962963,3.646726851851852,0.8533564814814815,0.7525,6.0902314814814815
2010-10-31,1.1634273745519714,0.1375622759856631,242.1593082437276,4.889135304659498,1.0797267025089605,1.3497311827956988,7.071460573476703
2010-11-30,1.1968544668974586,0.11079913050479026,240.72188766336578,5.057708719104742,1.2388159836835466,1.1346912486917318,6.631591659286692
